loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L101828,178681.74,176321.69,5.119,728,69.3,45.2,11,349,AZ,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.09448500000000001,0.008
L101829,224300.26,222956.69,6.051,653,67.5,32.5,6,354,NC,SFR,Meridian Home Loans,Pier Asset Mgmt,0.059489999999999994,0.012216666666666667
L101830,315383.68,307177.06,6.088,662,60.7,52.6,25,335,CA,SFR,Apex Funding,Summit Loan Servicing,0.098,0.011976666666666667
L101831,247729.7,219709.68,7.16,820,76.5,53.0,33,147,OH,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L101832,164215.58,158743.78,5.995,705,76.4,38.3,31,329,GA,SFR,Highline Capital,Pier Asset Mgmt,0.11024999999999999,0.008293333333333333
L101833,280720.75,278818.91,6.228,672,64.3,40.4,7,353,FL,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06900666666666666,0.010523333333333332
L101834,297310.28,279236.4,6.013,794,71.9,45.5,17,163,IL,SFR,Apex Funding,Pier Asset Mgmt,0.087965,0.008
L101835,250393.01,248314.01,5.139,730,50.3,26.5,7,353,IL,SFR,Meridian Home Loans,Summit Loan Servicing,0.08171166666666665,0.008
L101836,262197.87,257416.86,5.813,747,85.1,25.5,17,343,FL,SFR,Apex Funding,Northgate Servicing,0.09363166666666667,0.008
L101837,221782.61,213219.92,6.056,707,64.8,46.1,11,169,WA,SFR,Apex Funding,Summit Loan Servicing,0.07730666666666666,0.008
L101838,407337.61,393101.86,6.466,697,73.6,38.2,35,325,WA,SFR,Coastal Mortgage Co,Northgate Servicing,0.08669999999999999,0.008806666666666666
L101839,177151.0,171249.5,6.903,706,56.9,34.2,36,324,CA,SFR,Coastal Mortgage Co,Northgate Servicing,0.06485000000000002,0.008
L101840,197686.5,168873.67,6.189,639,67.0,36.1,39,141,WA,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.09055,0.013806666666666667
L101841,243736.97,241334.66,6.173,710,70.6,16.9,10,350,IL,SFR,Highline Capital,Northgate Servicing,0.07378333333333333,0.008
L101842,330259.47,329851.6,4.851,731,73.9,34.5,1,359,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06358166666666666,0.008
L101843,143762.71,143520.99,6.886,817,79.8,30.0,2,358,AZ,SFR,Apex Funding,Summit Loan Servicing,0.060379999999999996,0.008
L101844,153490.84,146472.92,5.774,720,91.3,43.3,40,320,GA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.12129999999999999,0.008616666666666667
L101845,118990.03,114299.77,7.072,587,82.8,44.0,43,317,AZ,SFR,Apex Funding,Pier Asset Mgmt,0.049999999999999996,0.02111333333333333
L101846,245596.03,243752.31,7.585,710,85.5,40.6,10,350,NC,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008856666666666667
L101847,164159.36,156843.55,6.231,820,91.4,39.2,42,318,OH,Condo,Highline Capital,Pier Asset Mgmt,0.09845000000000001,0.008
L101848,212226.09,206064.86,5.479,763,80.8,24.0,25,335,IL,Condo,Coastal Mortgage Co,Northgate Servicing,0.12337500000000001,0.008
L101849,306043.45,303442.4,6.385,670,73.6,40.7,9,351,AZ,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06922500000000001,0.011673333333333334
L101850,193970.24,191346.22,6.714,748,86.1,41.0,15,345,WA,Condo,Meridian Home Loans,Northgate Servicing,0.06714999999999999,0.008
L101851,263273.5,259837.41,6.116,674,86.9,46.0,13,347,WA,SFR,Apex Funding,Northgate Servicing,0.07915333333333334,0.012956666666666668
L101852,218650.91,209924.4,5.892,641,81.8,52.9,36,324,TX,SFR,Apex Funding,Pier Asset Mgmt,0.10539999999999998,0.016206666666666668
L101853,307195.62,298197.0,6.907,696,56.5,22.5,9,171,IL,SFR,Highline Capital,Pier Asset Mgmt,0.061395,0.008
L101854,286729.58,284499.64,6.848,720,63.9,32.9,9,351,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06228,0.008
L101855,190579.21,183675.62,6.088,612,70.7,30.1,34,326,NC,SFR,Apex Funding,Pier Asset Mgmt,0.0956,0.016476666666666667
L101856,228884.29,224568.42,4.911,652,83.4,37.4,15,345,NC,SFR,Meridian Home Loans,Northgate Servicing,0.10222500000000002,0.014233333333333334
L101857,349867.64,346182.21,6.811,716,73.7,36.1,12,348,OH,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06378,0.008
L101858,278641.67,266461.51,5.709,693,87.6,34.1,38,322,GA,SFR,Meridian Home Loans,Northgate Servicing,0.12455000000000002,0.010333333333333333
L101859,148904.92,142345.17,6.593,737,89.8,44.2,44,316,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08035,0.008
L101860,305427.07,297475.33,6.536,648,88.4,27.2,27,333,OH,Multifamily,Highline Capital,Northgate Servicing,0.07088000000000003,0.014453333333333335
L101861,166106.81,157238.66,4.7,754,88.5,27.7,39,321,TX,SFR,Apex Funding,Summit Loan Servicing,0.175,0.008
L101862,398068.58,339562.58,6.473,650,61.6,27.8,40,140,NC,SFR,Highline Capital,Pier Asset Mgmt,0.07635000000000002,0.011613333333333333
L101863,347470.34,338612.28,6.863,805,79.8,33.1,28,332,NY,SFR,Apex Funding,Summit Loan Servicing,0.0663933333333333,0.008
L101864,268729.32,259067.13,6.973,621,66.7,26.2,39,321,WA,SFR,Apex Funding,Northgate Servicing,0.05135,0.014916666666666668
L101865,256537.85,256306.21,6.506,655,54.2,35.6,1,359,GA,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.05082333333333333,0.010893333333333335
L101866,225672.18,223926.15,4.621,738,70.6,34.7,2,178,NC,Condo,Highline Capital,Pier Asset Mgmt,0.06792999999999999,0.008
L101867,307885.54,297047.52,7.549,807,89.9,29.7,42,318,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L101868,213251.53,211949.44,6.77,732,79.5,43.0,7,353,FL,SFR,Meridian Home Loans,Northgate Servicing,0.06268333333333334,0.008
L101869,263668.91,252388.0,5.317,746,97.0,35.5,35,325,GA,SFR,Apex Funding,Pier Asset Mgmt,0.14415,0.008
L101870,329449.06,322169.88,5.691,716,76.1,44.5,20,340,AZ,SFR,Apex Funding,Summit Loan Servicing,0.10363333333333333,0.008
L101871,199459.74,192019.41,6.608,659,97.0,34.4,38,322,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06960000000000002,0.014693333333333333
L101872,195698.9,190085.72,7.012,688,76.1,35.8,32,328,FL,SFR,Apex Funding,Summit Loan Servicing,0.06,0.009796666666666665
L101873,159846.95,159200.88,5.961,648,74.3,31.5,4,356,OH,Condo,Apex Funding,Pier Asset Mgmt,0.05692666666666666,0.01333
L101874,167281.71,165051.05,7.143,645,58.6,35.9,16,344,TX,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.049999999999999996,0.012353333333333334
L101875,128035.35,110318.13,4.787,737,87.3,41.7,34,146,FL,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.17065000000000002,0.008
L101876,313464.09,296671.9,5.462,653,68.0,32.7,44,316,OH,2-4 Unit,Apex Funding,Northgate Servicing,0.1269,0.01228
L101877,457311.51,384822.78,4.542,733,66.2,40.1,38,142,NC,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1829,0.008
L101878,399858.15,333993.22,5.592,643,89.4,29.5,42,138,GA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.12040000000000002,0.015206666666666667
L101879,137430.06,116315.53,7.757,731,87.9,42.1,45,135,GA,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101880,312918.84,268850.34,8.252,688,87.6,31.4,43,137,WA,SFR,Highline Capital,Summit Loan Servicing,0.06,0.010653333333333332
L101881,399407.4,388741.35,6.611,792,69.7,42.8,28,332,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.07815333333333334,0.008
L101882,206926.0,203391.28,5.825,733,73.4,36.5,16,344,FL,SFR,Apex Funding,Northgate Servicing,0.09133333333333332,0.008
L101883,251577.56,245437.2,6.201,783,73.3,48.2,24,336,IL,Multifamily,Coastal Mortgage Co,Summit Loan Servicing,0.09196000000000001,0.008
L101884,120239.09,115926.24,6.826,673,83.4,26.8,38,322,OH,Multifamily,Apex Funding,Summit Loan Servicing,0.06870000000000001,0.011426666666666668
L101885,266560.81,259886.81,4.993,718,92.6,24.2,20,340,GA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.12689999999999999,0.008
L101886,167335.17,159830.2,5.885,661,78.4,31.1,40,320,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11575000000000002,0.012413333333333335
L101887,260373.46,253563.51,7.691,692,97.0,24.9,33,327,OH,Multifamily,Apex Funding,Northgate Servicing,0.06,0.01076
L101888,140586.6,139003.76,5.459,701,84.8,24.9,10,350,OH,SFR,Highline Capital,Pier Asset Mgmt,0.08568333333333333,0.00864
L101889,293607.87,278570.74,5.726,675,71.2,41.0,44,316,IL,SFR,Highline Capital,Pier Asset Mgmt,0.1237,0.010953333333333334
L101890,347520.67,333310.98,6.412,648,83.9,36.0,40,320,IL,SFR,Highline Capital,Summit Loan Servicing,0.07940000000000001,0.01459
L101891,184589.01,179510.26,6.655,637,94.5,32.2,29,331,CA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.066675,0.016496666666666666
L101892,163093.2,161381.18,5.837,586,97.0,32.9,10,350,CA,2-4 Unit,Highline Capital,Summit Loan Servicing,0.06938333333333334,0.021893333333333334
L101893,114164.07,112990.66,6.469,657,88.2,31.2,11,349,IL,SFR,Apex Funding,Northgate Servicing,0.05973499999999999,0.0138
L101894,221185.12,212965.46,6.947,750,74.3,49.2,40,320,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06265,0.008
L101895,198083.14,197519.03,8.165,627,71.4,30.1,1,179,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.049999999999999996,0.015046666666666667
L101896,141088.58,137848.05,6.286,640,80.9,25.4,23,337,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07737000000000002,0.014383333333333335
L101897,284519.36,275954.82,6.363,813,94.1,42.4,30,330,GA,2-4 Unit,Highline Capital,Northgate Servicing,0.09184999999999999,0.008
L101898,207421.94,205766.76,7.775,680,79.2,34.3,11,349,OH,SFR,Highline Capital,Summit Loan Servicing,0.06,0.010806666666666668
L101899,166623.56,158972.23,5.906,733,79.5,52.3,41,319,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.11470000000000002,0.008
L101900,199965.41,180595.16,5.208,750,74.6,31.8,25,155,TX,SFR,Apex Funding,Summit Loan Servicing,0.13466666666666666,0.008
L101901,353258.93,352001.88,6.625,751,70.1,42.8,4,356,WA,Condo,Apex Funding,Northgate Servicing,0.0625,0.008
L101902,299847.09,284495.78,7.369,631,72.1,44.7,16,164,GA,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.049999999999999996,0.01569
L101903,231999.59,227987.16,6.725,702,75.6,31.8,19,341,TX,SFR,Apex Funding,Summit Loan Servicing,0.06870833333333334,0.00808
L101904,301548.68,298356.3,6.313,626,94.6,30.1,11,349,FL,SFR,Highline Capital,Northgate Servicing,0.06259500000000001,0.017466666666666665
L101905,161729.56,152285.3,5.096,820,71.1,41.9,45,315,NY,Multifamily,Coastal Mortgage Co,Northgate Servicing,0.1552,0.008
L101906,245568.09,241511.59,6.347,627,74.6,40.6,17,343,FL,SFR,Apex Funding,Summit Loan Servicing,0.06850166666666666,0.016066666666666667
L101907,255649.54,235739.88,7.51,657,63.6,24.7,24,156,IL,SFR,Highline Capital,Northgate Servicing,0.049999999999999996,0.010906666666666667
L101908,205984.71,199538.05,5.289,658,82.6,27.0,26,334,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.12414333333333334,0.01286
L101909,282776.02,279706.33,6.18,633,90.4,15.7,11,349,AZ,Multifamily,Meridian Home Loans,Northgate Servicing,0.06503333333333335,0.015386666666666668
L101910,184766.53,179512.15,6.051,789,93.5,40.8,27,333,WA,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.10270499999999999,0.008
L101911,290232.4,272252.62,5.772,820,76.4,33.9,17,163,OH,SFR,Meridian Home Loans,Pier Asset Mgmt,0.09479333333333333,0.008
L101912,294534.25,294274.29,6.623,689,80.9,34.7,1,359,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06062833333333333,0.010103333333333334
L101913,87465.0,85890.2,6.799,642,72.2,22.5,20,340,CA,SFR,Apex Funding,Pier Asset Mgmt,0.05669999999999998,0.01312
L101914,368283.02,358766.87,6.79,592,80.3,27.2,28,332,TX,SFR,Meridian Home Loans,Pier Asset Mgmt,0.0598,0.019243333333333335
L101915,83560.7,83007.77,5.521,702,77.8,32.2,6,354,AZ,SFR,Apex Funding,Summit Loan Servicing,0.07479,0.008326666666666666
L101916,195708.75,186193.02,4.919,698,74.7,30.6,37,323,NY,SFR,Highline Capital,Northgate Servicing,0.16405000000000003,0.008310000000000001
L101917,347622.3,336941.2,6.636,679,75.7,36.9,32,328,AZ,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07819999999999999,0.01073
L101918,217281.63,213886.59,5.945,727,79.4,40.7,15,345,IL,SFR,Highline Capital,Summit Loan Servicing,0.086375,0.008
L101919,145340.55,142380.21,8.054,737,70.5,54.2,28,332,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101920,165577.07,163863.31,8.096,733,71.1,35.8,15,345,GA,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101921,347811.87,340092.75,8.192,698,94.5,44.9,31,329,WA,2-4 Unit,Meridian Home Loans,Summit Loan Servicing,0.06,0.011243333333333334
L101922,123930.15,122838.38,5.554,654,97.0,29.4,8,352,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06928,0.01486
L101923,360463.83,351004.43,6.912,752,59.5,22.6,29,331,AZ,2-4 Unit,Highline Capital,Northgate Servicing,0.06425333333333333,0.008
L101924,238163.87,237595.76,7.184,716,58.9,33.2,3,357,GA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.06,0.008
L101925,159957.21,159456.19,7.083,764,62.5,23.2,1,179,TX,Multifamily,Apex Funding,Summit Loan Servicing,0.06,0.008
L101926,197977.71,189634.86,6.081,758,72.8,36.1,12,168,FL,SFR,Apex Funding,Northgate Servicing,0.07837999999999999,0.008
L101927,170071.03,168917.91,7.551,637,84.7,29.8,9,351,NY,SFR,Meridian Home Loans,Summit Loan Servicing,0.049999999999999996,0.015356666666666668
L101928,328791.41,321054.03,6.4,636,81.1,20.4,24,336,TX,SFR,Highline Capital,Pier Asset Mgmt,0.074,0.01447
L101929,313749.36,311443.44,6.515,673,76.1,49.9,8,352,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06646666666666667,0.012236666666666667
L101930,133025.17,131068.21,5.016,657,80.3,31.7,12,348,FL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08968000000000001,0.013043333333333334
L101931,210816.37,209938.78,6.98,757,65.7,22.9,5,355,GA,SFR,Highline Capital,Summit Loan Servicing,0.06016666666666666,0.008
L101932,179491.84,171401.28,6.166,734,71.1,43.2,42,318,GA,SFR,Meridian Home Loans,Northgate Servicing,0.10169999999999998,0.008
L101933,381829.13,369306.92,6.818,775,73.8,30.2,35,325,GA,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06910000000000002,0.008
L101934,151367.41,149853.4,6.612,737,55.0,44.7,11,349,NC,SFR,Coastal Mortgage Co,Northgate Servicing,0.06711333333333333,0.008
L101935,425695.76,423383.46,6.563,726,60.1,30.1,6,354,WA,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.06437,0.008
L101936,239988.63,230083.36,6.359,781,60.5,31.7,40,320,WA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.09204999999999999,0.008
L101937,161671.69,157115.88,7.108,741,83.2,38.8,32,328,OH,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101938,191559.56,183007.69,6.221,719,76.9,40.7,42,318,IL,SFR,Apex Funding,Pier Asset Mgmt,0.09895,0.008
L101939,183401.57,181417.64,5.09,796,81.3,42.1,9,351,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.08865,0.008
L101940,155419.56,146621.37,6.912,721,51.9,35.3,17,163,TX,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06249333333333333,0.008
L101941,250995.28,245607.26,5.672,698,56.2,40.2,6,174,OH,Condo,Meridian Home Loans,Summit Loan Servicing,0.07328,0.008
L101942,157980.92,154173.64,5.208,669,82.0,42.0,20,340,TX,Condo,Apex Funding,Pier Asset Mgmt,0.11973333333333333,0.0127
L101943,113195.52,112184.54,5.48,754,40.7,37.6,8,352,TX,Condo,Highline Capital,Northgate Servicing,0.08026666666666665,0.008
L101944,212588.41,212401.94,6.655,783,88.7,34.9,1,359,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.060575,0.008
L101945,129184.94,126095.88,6.313,712,52.1,24.4,24,336,AZ,Multifamily,Highline Capital,Pier Asset Mgmt,0.08748,0.008
L101946,186603.94,173961.26,4.481,787,84.1,40.8,47,313,TX,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.18595,0.008
L101947,176630.28,170807.56,6.055,607,63.3,36.3,31,329,WA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.09725000000000002,0.016649999999999998
L101948,178988.06,173596.25,7.452,712,86.6,32.7,36,324,TX,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.00824
L101949,489107.26,468175.42,5.994,713,97.0,46.2,39,321,CA,SFR,Highline Capital,Summit Loan Servicing,0.11030000000000001,0.01008
L101950,247643.14,235467.4,6.251,675,46.7,24.6,46,314,WA,SFR,Highline Capital,Summit Loan Servicing,0.09744999999999998,0.008
L101951,264574.95,263129.25,7.339,820,82.3,49.2,7,353,FL,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101952,130386.79,129091.63,7.116,711,52.3,35.8,12,348,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101953,193128.86,174393.7,7.32,693,79.1,38.5,29,151,AZ,Condo,Highline Capital,Summit Loan Servicing,0.06,0.009776666666666666
L101954,261805.18,217299.41,3.905,716,71.5,32.8,39,141,NC,Multifamily,Apex Funding,Northgate Servicing,0.21000000000000002,0.008
L101955,169636.79,164842.54,7.96,605,75.6,22.7,37,323,GA,SFR,Highline Capital,Pier Asset Mgmt,0.049999999999999996,0.017173333333333332
L101956,333641.38,323004.08,6.973,673,63.1,34.9,35,325,WA,SFR,Apex Funding,Northgate Servicing,0.06135,0.009936666666666667
L101957,159381.53,157893.8,8.615,769,83.4,38.7,15,345,CA,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L101958,219645.87,215302.98,5.696,680,56.6,41.4,18,342,WA,Multifamily,Highline Capital,Northgate Servicing,0.09912000000000001,0.00902
L101959,197774.33,196784.53,4.813,669,88.9,34.4,4,356,FL,Condo,Highline Capital,Summit Loan Servicing,0.07458000000000001,0.012883333333333333
L101960,257175.04,253487.67,6.406,787,69.1,18.5,15,345,NC,SFR,Apex Funding,Northgate Servicing,0.07485,0.008
L101961,194041.72,192513.54,6.152,789,57.2,23.7,8,352,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07130666666666666,0.008
L101962,220838.56,211534.39,6.988,743,93.1,52.4,45,315,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06059999999999997,0.008
L101963,223541.97,222679.6,7.367,690,73.2,27.3,5,355,NY,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008740000000000001
L101964,187768.35,175940.45,6.321,702,96.9,47.4,18,162,GA,SFR,Apex Funding,Summit Loan Servicing,0.08037000000000001,0.011250000000000001
L101965,287731.45,274800.48,6.183,671,88.7,28.5,42,318,OH,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.10085000000000001,0.01227
L101966,263929.14,252573.67,6.87,660,64.4,34.5,45,315,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.06649999999999999,0.011340000000000001
L101967,235386.73,220381.31,6.169,658,73.0,41.0,18,162,NC,SFR,Highline Capital,Summit Loan Servicing,0.07493000000000001,0.012833333333333332
L101968,208843.32,204103.2,6.094,681,75.5,29.4,22,338,OH,SFR,Highline Capital,Northgate Servicing,0.09321999999999998,0.01001
L101969,320869.7,314241.25,7.333,658,92.3,48.7,25,335,AZ,Condo,Meridian Home Loans,Northgate Servicing,0.049999999999999996,0.015276666666666668
L101970,223565.12,216308.72,7.534,629,79.3,36.6,39,321,WA,SFR,Coastal Mortgage Co,Northgate Servicing,0.049999999999999996,0.01607
L101971,218088.44,211219.05,7.376,727,76.1,39.7,37,323,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101972,251863.24,245498.89,6.249,728,71.6,33.9,25,335,NY,Multifamily,Highline Capital,Pier Asset Mgmt,0.09129166666666669,0.008
L101973,439681.26,428871.5,4.474,809,73.4,41.3,18,342,IL,SFR,Highline Capital,Pier Asset Mgmt,0.13578,0.008
L101974,151884.45,149180.86,6.267,678,89.7,48.6,18,342,GA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.08198999999999998,0.01301
L101975,317886.57,306760.16,5.718,731,74.0,34.9,31,329,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1241,0.008
L101976,125165.24,119929.42,6.283,732,69.3,49.8,40,320,FL,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.09584999999999999,0.008
L101977,261985.81,260893.32,5.796,701,67.2,31.1,4,356,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.06802666666666667,0.008
L101978,421375.23,405481.53,6.381,756,67.4,42.1,37,323,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.09094999999999999,0.008
L101979,288091.66,280413.47,5.465,758,57.2,39.9,23,337,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11884166666666668,0.008
L101980,257743.14,255645.13,5.247,733,65.0,27.5,7,353,CA,Condo,Meridian Home Loans,Summit Loan Servicing,0.08045166666666667,0.008
L101981,199554.5,198804.7,7.5,701,92.0,37.7,5,355,IL,Condo,Apex Funding,Northgate Servicing,0.06,0.010213333333333335
L101982,245454.41,241026.62,5.527,695,71.5,36.1,16,344,NC,Condo,Highline Capital,Summit Loan Servicing,0.09928,0.008656666666666667
L101983,222298.87,219766.66,6.4,640,82.5,29.2,12,348,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06199999999999999,0.014796666666666666
L101984,184408.41,183681.67,7.259,671,44.3,38.9,5,355,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008523333333333332
L101985,219376.24,216870.92,7.223,681,80.8,37.2,14,346,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.01106
L101986,260259.22,250876.68,7.115,653,72.1,35.4,40,320,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.049999999999999996,0.01287
L101987,185623.19,179569.41,6.673,739,68.2,35.5,34,326,NY,SFR,Apex Funding,Northgate Servicing,0.07635,0.008
L101988,183102.5,181577.05,7.052,781,76.2,35.3,10,350,OH,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101989,150830.93,146978.58,7.636,665,68.1,33.1,32,328,AZ,2-4 Unit,Highline Capital,Summit Loan Servicing,0.06,0.011116666666666667
L101990,278383.17,272821.16,6.783,731,48.5,37.1,22,338,TX,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06795666666666665,0.008
L101991,293861.29,279579.48,4.747,658,85.1,30.8,36,324,NY,SFR,Highline Capital,Pier Asset Mgmt,0.16265000000000002,0.013363333333333335
L101992,263308.38,260028.78,5.924,698,76.9,55.0,12,348,OH,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.08152,0.010156666666666668
L101993,340377.19,339539.74,7.027,677,70.2,24.7,3,357,WA,2-4 Unit,Meridian Home Loans,Summit Loan Servicing,0.06,0.009566666666666668
